,academic_year,inst_name,city,state,zipcode,sector
31839,2003,University of Houston-Victoria,Victoria,TX,77901,1
31826,2003,University of Houston,Houston,TX,77204-201,1
66482,2003,University of Idaho,Moscow,ID,83844-228,1
80327,2003,University of Illinois at Chicago,Chicago,IL,60607,1
63401,2003,University of Indianapolis,Indianapolis,IN,46227-369,2
62266,2003,University of Iowa,Iowa City,IA,52242-131,1
60486,2003,University of Kentucky,Lexington,KY,40506-003,1
74692,2003,University of La Verne,La Verne,CA,91750-440,2
60390,2003,University of Louisville,Louisville,KY,40292-000,1
80790,2003,University of Maine,Orono,ME,4469,1
31529,2003,University of Mary Hardin-Baylor,Belton,TX,76513-259,2
29115,2003,University of Mary Washington,Fredericksburg,VA,22401-530,1
43078,2003,University of Mary,Bismarck,ND,58504,2
58372,2003,University of Maryland-Baltimore County,Baltimore,MD,21250,1
58385,2003,University of Maryland-Baltimore,Baltimore,MD,21201-162,1
58359,2003,University of Maryland-College Park,College Park,MD,20742,1
58401,2003,University of Maryland-University College,Adelphi,MD,20783-801,1
79510,2003,University of Massachusetts-Boston,Boston,MA,02125-339,1
49034,2003,University of Medicine and Dentistry of New Jersey,Newark,NJ,07101-170,1
33540,2003,University of Memphis,Memphis,TN,38152,1
68990,2003,University of Miami,Coral Gables,FL,33124,2
55282,2003,University of Michigan-Ann Arbor,Ann Arbor,MI,48109,1
55227,2003,University of Michigan-Dearborn,Dearborn,MI,48128-149,1
55214,2003,University of Michigan-Flint,Flint,MI,48502-195,1
54228,2003,University of Minnesota-Crookston,Crookston,MN,56716,1
54136,2003,University of Minnesota-Duluth,Duluth,MN,55812,1
54123,2003,University of Minnesota-Morris,Morris,MN,56267,1
83676,2003,University of Minnesota-Twin Cities,Minneapolis,MN,55455-021,1
53302,2003,University of Mississippi Medical Center,Jackson,MS,39216-450,1
79601,2003,University of Missouri-Columbia,Columbia,MO,65211,1
78866,2003,University of Mobile,Mobile,AL,36663-022,2
51371,2003,University of Montana-Helena College of Technology,Helena,MT,59601,4
78853,2003,University of Montevallo,Montevallo,AL,35115,1
50789,2003,University of Nebraska Central Administration System Office,Lincoln,NE,68583-074,0
50906,2003,University of Nebraska Medical Center,Omaha,NE,68198-781,1
51020,2003,University of Nebraska at Kearney,Kearney,NE,68849-121,1
50660,2003,University of Nevada-Las Vegas,Las Vegas,NV,89154,1
50647,2003,University of Nevada-Reno,Reno,NV,89557,1
59010,2003,University of New England,Biddeford,ME,4005,2
79755,2003,University of New Hampshire-Main Campus,Durham,NH,03824-354,1
70736,2003,University of New Haven,West Haven,CT,6516,2
79682,2003,University of New Mexico-Main Campus,Albuquerque,NM,87131,1
59530,2003,University of New Orleans,New Orleans,LA,70148,1
78840,2003,University of North Alabama,Florence,AL,35632-000,1
43834,2003,University of North Carolina System Office,Chapel Hill,NC,27515-268,0
43886,2003,University of North Carolina at Asheville,Asheville,NC,28804-851,1
43873,2003,University of North Carolina at Chapel Hill,Chapel Hill,NC,27599,1
84246,2003,University of North Carolina at Charlotte,Charlotte,NC,28223-000,1
43860,2003,University of North Carolina at Greensboro,Greensboro,NC,27402-617,1
43737,2003,University of North Carolina at Pembroke,Pembroke,NC,28372-151,1
81732,2003,University of North Dakota,Grand Forks,ND,58202-819,1
68875,2003,University of North Florida,Jacksonville,FL,32224-264,1
31292,2003,University of North Texas,Denton,TX,76203-127,1
71469,2003,University of Northern Colorado,Greeley,CO,80639,1
62052,2003,University of Northern Iowa,Cedar Falls,IA,50614,1
41249,2003,University of Northwestern Ohio,Lima,OH,45805,2
62990,2003,University of Notre Dame,Notre Dame,IN,46556,2
40118,2003,University of Oklahoma Health Sciences Center,Oklahoma City,OK,73104-549,1
40024,2003,University of Oklahoma Norman Campus,Norman,OK,73019-307,1
39247,2003,University of Oregon,Eugene,OR,97403,1
36748,2003,University of Pennsylvania,Philadelphia,PA,19104-630,2
86671,2003,University of Phoenix-Central Florida Campus,Maitland,FL,32751-705,3
86515,2003,University of Phoenix-Hawaii Campus,Honolulu,HI,96813-431,3
14704,2003,University of Phoenix-Las Vegas Campus,Las Vegas,NV,89120-433,3
12553,2003,University of Phoenix-Louisiana Campus,Metairie,LA,70001-208,3
9013,2003,University of Phoenix-Maryland Campus,Columbia,MD,21045-542,3
86541,2003,University of Phoenix-Metro Detroit Campus,Troy,MI,48098-262,3
86745,2003,University of Phoenix-Oklahoma City Campus,Oklahoma City,OK,73116-824,3
21377,2003,University of Phoenix-Online Campus,Phoenix,AZ,85034-720,3
9911,2003,University of Phoenix-Oregon Campus,Tigard,OR,97223-836,3
82122,2003,University of Phoenix-Phoenix-Hohokam Campus,Phoenix,AZ,85040-195,3
19644,2003,University of Phoenix-Puerto Rico Campus,Guaynabo,PR,00968-300,3
86295,2003,University of Phoenix-Southern California Campus,Costa Mesa,CA,92626-307,3
19920,2003,University of Phoenix-Utah Campus,Salt Lake City,UT,84123-461,3
36309,2003,University of Pittsburgh Medical Center-Shadyside School of Nursing,Pittsburgh,PA,15232,5
39160,2003,University of Portland,Portland,OR,97203-579,2
80062,2003,University of Puerto Rico-Carolina,Carolina,PR,00984-480,1
27740,2003,University of Puget Sound,Tacoma,WA,98416,2
73279,2003,University of Redlands,Redlands,CA,92373-099,2
35606,2003,University of Rhode Island,Kingston,RI,2881,1
40974,2003,University of Rio Grande,Rio Grande,OH,45674,2
81758,2003,University of Rochester,Rochester,NY,14627-001,2
25179,2003,University of Sacred Heart,Santurce,PR,907,2
64302,2003,University of Saint Mary of the Lake,Mundelein,IL,60060-117,2
61008,2003,University of Saint Mary,Leavenworth,KS,66048-508,2
73102,2003,University of San Diego,San Diego,CA,92110-249,2
73019,2003,University of San Francisco,San Francisco,CA,94117-108,2
39890,2003,University of Science and Arts of Oklahoma,Chickasha,OK,73018-532,1
36357,2003,University of Scranton,Scranton,PA,18510-462,2
34358,2003,University of Sioux Falls,Sioux Falls,SD,57105-169,2
80036,2003,University of South Alabama,Mobile,AL,36688-000,1
34934,2003,University of South Carolina-Aiken,Aiken,SC,29801,1
34908,2003,University of South Carolina-Columbia,Columbia,SC,29208,1
34895,2003,University of South Carolina-Lancaster,Lancaster,SC,29720,4
34882,2003,University of South Carolina-Salkehatchie,Allendale,SC,29810,4
34869,2003,University of South Carolina-Sumter,Sumter,SC,29150-249,4
34856,2003,University of South Carolina-Union,Union,SC,29379,4
34817,2003,University of South Carolina-Upstate,Spartanburg,SC,29303-499,1
34295,2003,University of South Dakota,Vermillion,SD,57069-239,1
72514,2003,University of Southern California,Los Angeles,CA,90089,2
63372,2003,University of Southern Indiana,Evansville,IN,47712,1
53143,2003,University of Southern Mississippi,Hattiesburg,MS,39406-000,1
64052,2003,University of Spa & Cosmetology Arts,Springfield,IL,62704,9
64409,2003,University of St Francis,Joliet,IL,60435-618,2
31082,2003,University of St Thomas,Houston,TX,77006-469,2
53764,2003,University of St Thomas,Saint Paul,MN,55105-107,2
39778,2003,University of Tulsa,Tulsa,OK,74104-318,2
29947,2003,University of Utah,Salt Lake City,UT,84112-900,1
29743,2003,University of Vermont,Burlington,VT,05405-016,1
28516,2003,University of Virginia-Main Campus,Charlottesville,VA,22904,1
79768,2003,University of Washington-Seattle Campus,Seattle,WA,98195-455,1
78921,2003,University of West Alabama,Livingston,AL,35470,1
66858,2003,University of West Georgia,Carrollton,GA,30118-000,1
26202,2003,University of Wisconsin Colleges,Madison,WI,53708-868,4
23948,2003,University of Wisconsin Extension,Madison,WI,53706,0
26078,2003,University of Wisconsin-Eau Claire,Eau Claire,WI,54701,1
26065,2003,University of Wisconsin-Green Bay,Green Bay,WI,54311-700,1
26052,2003,University of Wisconsin-La Crosse,La Crosse,WI,54601-995,1
25958,2003,University of Wisconsin-Madison,Madison,WI,53706-138,1
25945,2003,University of Wisconsin-Milwaukee,Milwaukee,WI,53211,1
26023,2003,University of Wisconsin-Oshkosh,Oshkosh,WI,54901,1
26010,2003,University of Wisconsin-Parkside,Kenosha,WI,53141-200,1
25932,2003,University of Wisconsin-Platteville,Platteville,WI,53818-300,1
25919,2003,University of Wisconsin-River Falls,River Falls,WI,54022,1
25906,2003,University of Wisconsin-Stevens Point,Stevens Point,WI,54481,1
25997,2003,University of Wisconsin-Stout,Menomonie,WI,54751,1
25984,2003,University of Wisconsin-Superior,Superior,WI,54880-450,1
25971,2003,University of Wisconsin-System Administration,Madison,WI,53706,0
26134,2003,University of Wisconsin-Whitewater,Whitewater,WI,53190-179,1
25790,2003,University of Wyoming,Laramie,WY,82071,1
60695,2003,University of the Cumberlands,Williamsburg,KY,40769,2
81888,2003,University of the District of Columbia,Washington,DC,20008,1
31777,2003,University of the Incarnate Word,San Antonio,TX,78209,2
77141,2003,University of the Ozarks,Clarksville,AR,72830,2
81290,2003,University of the Pacific,Stockton,CA,95211-019,2
79458,2003,University of the Virgin Islands,Charlotte Amalie,VI,00802-999,1
21162,2003,Upper Cape Cod Regional Technical School,Bourne,MA,2532,7
61829,2003,Upper Iowa University,Fayette,IA,52142-185,2
11075,2003,Urban College of Boston,Boston,MA,02111-109,5
40660,2003,Urbana University,Urbana,OH,43078-209,2
36041,2003,Ursinus College,Collegeville,PA,19426-100,2
40647,2003,Ursuline College,Pepper Pike,OH,44124,2
79944,2003,Utah State University,Logan,UT,84322-140,1
45192,2003,Utica College,Utica,NY,13502-489,2
45179,2003,Utica School of Commerce,Utica,NY,13501,6
66897,2003,Valdosta State University,Valdosta,GA,31698,1
84454,2003,Valley Beauty School,Cambridge,OH,43725,6
42946,2003,Valley City State University,Valley City,ND,58072,1
36028,2003,Valley Forge Christian College,Phoenixville,PA,19460,2
36015,2003,Valley Forge Military College,Wayne,PA,19087-369,5
62742,2003,Valparaiso University,Valparaiso,IN,46383,2
43359,2003,Vance-Granville Community College,Henderson,NC,27536,4
32938,2003,Vanderbilt University,Nashville,TN,37240,2
86567,2003,Vanguard Career Center,Fremont,OH,43420,7
83324,2003,Vanguard College of Cosmetology,Slidell,LA,70458-045,9
72617,2003,Vanguard University of Southern California,Costa Mesa,CA,92626,2
13834,2003,Vantage Career Center,Van Wert,OH,45891,7
45162,2003,Vassar College,Poughkeepsie,NY,12604,2
48692,2003,Vaughn College of Aeronautics and Technology,Flushing,NY,11369,2
14095,2003,Veeb Nassau County School of Practical Nursing,Uniondale,NY,11553,7
65837,2003,Vees School of Beauty Culture,East Saint Louis,IL,62205,9
76941,2003,Velvatex College of Beauty Culture,Little Rock,AR,72202-545,9
13610,2003,Venango County Area Vocational Technical School,Oil City,PA,16301,7
14652,2003,Ventura Adult and Continuing Education,Ventura,CA,93003-000,7
80288,2003,Ventura College,Ventura,CA,93003-387,4
36002,2003,Venus Beauty Academy,Sharon Hill,PA,19079,9
29756,2003,Vermont Law School,South Royalton,VT,05068-009,2
79562,2003,Vermont Technical College,Randolph Center,VT,05061-050,1
30424,2003,Vernon College,Vernon,TX,76384-409,4
37149,2003,Vet Tech Institute,Pittsburgh,PA,15222-340,6
72342,2003,Victor Valley Beauty College Inc,Victorville,CA,92395,9
30411,2003,Victoria Beauty College Inc,Victoria,TX,77901-623,9
30398,2003,Victoria College,Victoria,TX,77901,4
35989,2003,Villanova University,Villanova,PA,19085-169,2
62729,2003,Vincennes Beauty College,Vincennes,IN,47591,9
79931,2003,Vincennes University,Vincennes,IN,47591,1
39762,2003,Virgils Beauty College,Muskogee,OK,74401-680,9
20451,2003,Virginia Beach City Public Schools School of Practical Nursing,Virginia Beach,VA,23456-249,7
12844,2003,Virginia College-Birmingham,Birmingham,AL,35209-370,3
12831,2003,Virginia College-Huntsville,Huntsville,AL,35805-994,3
28535,2003,Virginia Commonwealth University,Richmond,VA,23284-251,1
28593,2003,Virginia Highlands Community College,Abingdon,VA,24212-082,4
28580,2003,Virginia Intermont College,Bristol,VA,24201,2
40634,2003,Virginia Marti College of Art and Design,Lakewood,OH,44107,6
28503,2003,Virginia Military Institute,Lexington,VA,24450-030,1
28567,2003,Virginia Polytechnic Institute and State University,Blacksburg,VA,24061-013,1
28490,2003,Virginia School of Hair Design,Hampton,VA,23669,9
10887,2003,Virginia School of Massage,Charlottesville,VA,22903,9
28463,2003,Virginia State University,Petersburg,VA,23806,1
28450,2003,Virginia Union University,Richmond,VA,23220,2
28437,2003,Virginia Wesleyan College,Norfolk,VA,23502-559,2
28554,2003,Virginia Western Community College,Roanoke,VA,24018,4
26189,2003,Viterbo University,La Crosse,WI,54601-880,2
10009,2003,Vogue Beauty School,Hiram,GA,30141-042,9
32925,2003,Volunteer State Community College,Gallatin,TN,37066-318,4
34707,2003,Voorhees College,Denmark,SC,29042,2
62713,2003,Wabash College,Crawfordsville,IN,47933-035,2
31405,2003,Wade College,Dallas,TX,75207,6
45119,2003,Wagner College,Staten Island,NY,10301-449,2
43346,2003,Wake Forest University,Winston Salem,NC,27106,2
43333,2003,Wake Technical Community College,Raleigh,NC,27603-569,4
72310,2003,Walden University,Minneapolis,MN,55401,3
61806,2003,Waldorf College,Forest City,IA,50436-171,2
27518,2003,Walla Walla Community College,Walla Walla,WA,99362-926,4
54783,2003,Walsh College of Accountancy and Business Administration,Troy,MI,48083-504,2
40621,2003,Walsh University,North Canton,OH,44720-339,2
32912,2003,Walters State Community College,Morristown,TN,37813-689,4
87266,2003,Warner Pacific College,Portland,OR,97215-402,2
16571,2003,Warren County Career Center,Lebanon,OH,45036-109,7
24914,2003,Warren County Community College,Washington,NJ,07882-434,4
43320,2003,Warren Wilson College,Swannanoa,NC,28778-209,2
61793,2003,Wartburg College,Waverly,IA,50677-090,2
61780,2003,Wartburg Theological Seminary,Dubuque,IA,52003-779,2
60904,2003,Washburn University,Topeka,KS,66621-000,1
35950,2003,Washington & Jefferson College,Washington,PA,15301,2
58048,2003,Washington Bible College-Capital Bible Seminary,Lanham,MD,20706-359,2
58035,2003,Washington College,Chestertown,MD,21620-143,2
28398,2003,Washington County Adult Skill Center,Abingdon,VA,24210,7
13860,2003,Washington County Career Center-Adult Technical Training,Marietta,OH,45750,7
35976,2003,Washington Hospital School of Nursing,Washington,PA,15301,5
35963,2003,Washington Hospital School of Radiography,Washington,PA,15301,5
14017,2003,Washington Saratoga Warren Hamilton Essex BOCES-Practical Nursing,Saratoga Springs,NY,12866,7
40608,2003,Washington State Community College,Marietta,OH,45750,4
81524,2003,Washington State University,Pullman,WA,99164-100,1
58022,2003,Washington Theological Union,Washington,DC,20012,2
51623,2003,Washington University in St Louis,Saint Louis,MO,63130,2
28424,2003,Washington and Lee University,Lexington,VA,24450-211,2
68194,2003,Washington-Holmes Technical Center,Chipley,FL,32428,4
54770,2003,Washtenaw Community College,Ann Arbor,MI,48106-161,4
43307,2003,Watts School of Nursing,Durham,NC,27704-276,5
64015,2003,Waubonsee Community College,Sugar Grove,IL,60554-090,4
26163,2003,Waukesha County Technical College,Pewaukee,WI,53072-460,4
66884,2003,Waycross College,Waycross,GA,31503-011,4
30323,2003,Wayland Baptist University,Plainview,TX,79072,2
43294,2003,Wayne Community College,Goldsboro,NC,27533-800,4
54757,2003,Wayne County Community College District,Detroit,MI,48226,4
14043,2003,Wayne Finger Lakes BOCES-School of Practical Nursing,Newark,NY,14513-186,7
50776,2003,Wayne State College,Wayne,NE,68787,1
54744,2003,Wayne State University,Detroit,MI,48202,1
30310,2003,Weatherford College,Weatherford,TX,76086-569,4
45105,2003,Webb Institute,Glen Cove,NY,11542-139,2
68181,2003,Webber International University,Babson Park,FL,33827-009,2
29934,2003,Weber State University,Ogden,UT,84408-113,1
51610,2003,Webster University,Saint Louis,MO,63119-319,2
47952,2003,Weill Cornell Medical College,New York,NY,10021,2
35919,2003,Welder Training and Testing Institute,Allentown,PA,18109-325,9
56257,2003,Wellesley College,Wellesley,MA,02481-820,2
45092,2003,Wells College,Aurora,NY,13026-050,2
27489,2003,Wenatchee Valley College,Wenatchee,WA,98801-179,4
56244,2003,Wentworth Institute of Technology,Boston,MA,2115,2
13756,2003,Wes Watkins Technology Center,Wetumka,OK,74883-615,7
53090,2003,Wesley Biblical Seminary,Jackson,MS,39286,2
70300,2003,Wesley College,Dover,DE,19901-387,2
70087,2003,Wesley Theological Seminary,Washington,DC,20016-569,2
66871,2003,Wesleyan College,Macon,GA,31210-446,2
70488,2003,Wesleyan University,Middletown,CT,6459,2
35906,2003,West Chester University of Pennsylvania,West Chester,PA,19383,1
54731,2003,West Shore Community College,Scottville,MI,49454-027,4
32899,2003,West Tennessee Business College,Jackson,TN,38301,6
30293,2003,West Texas A & M University,Canyon,TX,79016-000,1
79656,2003,West Valley College,Saratoga,CA,95070,4
85334,2003,West Virginia Business College-Wheeling,Wheeling,WV,26003,6
81407,2003,West Virginia Northern Community College,Wheeling,WV,26003-369,4
26962,2003,West Virginia School of Osteopathic Medicine,Lewisburg,WV,24901,1
80262,2003,West Virginia State University,Institute,WV,25112-100,1
27036,2003,West Virginia University at Parkersburg,Parkersburg,WV,26101,1
85321,2003,West Virginia University,Morgantown,WV,26506-620,1
26936,2003,West Virginia Wesleyan College,Buckhannon,WV,26201-299,2
45050,2003,Westchester School of Beauty Culture,Mount Vernon,NY,10550-229,9
19590,2003,Westech College,Ontario,CA,91764,9
21991,2003,Western Area Career and Technology Center,Canonsburg,PA,15317,7
43185,2003,Western Carolina University,Cullowhee,NC,28723-964,1
70468,2003,Western Connecticut State University,Danbury,CT,06810-686,1
34282,2003,Western Dakota Technical Institute,Rapid City,SD,57703-401,4
9655,2003,Western Governors University,Salt Lake City,UT,84107,2
40589,2003,Western Hills School of Beauty and Hair Design,Cincinnati,OH,45211,6
63989,2003,Western Illinois University,Macomb,IL,61455,1
77813,2003,Western International University,Phoenix,AZ,85021,3
61754,2003,Western Iowa Tech Community College,Sioux City,IA,51102-519,4
60027,2003,Western Kentucky University,Bowling Green,KY,42101-100,1
54715,2003,Western Michigan University,Kalamazoo,MI,49008-516,1
48712,2003,Western New Mexico University,Silver City,NM,88061,1
39749,2003,Western Oklahoma State College,Altus,OK,73521-139,4
38966,2003,Western Oregon University,Monmouth,OR,97361-139,1
35893,2003,Western Pennsylvania Hospital School of Nursing,Pittsburgh,PA,15224,5
43281,2003,Western Piedmont Community College,Morganton,NC,28655-451,4
80458,2003,Western Seminary,Portland,OR,97215-336,2
71232,2003,Western State College of Colorado,Gunnison,CO,81231,1
12737,2003,Western Suffolk BOCES,Northport,NY,11768,4
13795,2003,Western Technology Center,Burns Flat,OK,73624-146,7
30280,2003,Western Texas College,Snyder,TX,79549-950,4
54702,2003,Western Theological Seminary,Holland,MI,49423-362,2
75531,2003,Western University of Health Sciences,Pomona,CA,91766-185,2
27476,2003,Western Washington University,Bellingham,WA,98225-900,1
25803,2003,Western Wyoming Community College,Rock Springs,WY,82902-042,4
51581,2003,Westminster College,Fulton,MO,65251-129,2
35880,2003,Westminster College,New Wilmington,PA,16172,2
29921,2003,Westminster College,Salt Lake City,UT,84105,2
72221,2003,Westminster Theological Seminary in California,Escondido,CA,92027,2
35867,2003,Westminster Theological Seminary,Glenside,PA,19038,2
72208,2003,Westmont College,Santa Barbara,CA,93108-108,2
35854,2003,Westmoreland County Community College,Youngwood,PA,15697-189,4
68153,2003,Westside Tech,Winter Garden,FL,34787,4
71724,2003,Westwood College-Denver North,Denver,CO,80221,3
19703,2003,Westwood College-Denver South,Denver,CO,80227,3
17067,2003,Westwood College-Dupage,Woodridge,IL,60517,3
72941,2003,Westwood College-Los Angeles,Los Angeles,CA,90010,3
52243,2003,Westwood College-O'Hare Airport,Chicago,IL,60634,3
30267,2003,Wharton County Junior College,Wharton,TX,77488,4
27463,2003,Whatcom Community College,Bellingham,WA,98226,4
56195,2003,Wheaton College,Norton,MA,2766,2
63976,2003,Wheaton College,Wheaton,IL,60187-559,2
26920,2003,Wheeling Jesuit University,Wheeling,WV,26003,2
56182,2003,Wheelock College,Boston,MA,02215-417,2
9082,2003,White Earth Tribal and Community College,Mahnomen,MN,56557,5
27450,2003,Whitman College,Walla Walla,WA,99362,2
79409,2003,Whittier College,Whittier,CA,90608,2
60891,2003,Wichita Area Technical College,Wichita,KS,67211-209,4
60878,2003,Wichita State University,Wichita,KS,67260-012,1
60865,2003,Wichita Technical Institute,Wichita,KS,67213-192,9
84808,2003,Widener University-Main Campus,Chester,PA,19013-579,2
40576,2003,Wilberforce University,Wilberforce,OH,45384-100,2
30254,2003,Wiley College,Marshall,TX,75670,2
43268,2003,Wilkes Community College,Wilkesboro,NC,28697,4
35840,2003,Wilkes University,Wilkes-Barre,PA,18766,2
38979,2003,Willamette University,Salem,OR,97301,2
72993,2003,William Jessup University,Rocklin,CA,95765-370,2
51568,2003,William Jewell College,Liberty,MO,64068-189,2
53620,2003,William Mitchell College of Law,Saint Paul,MN,55105-307,2
32886,2003,William Moore College of Technology,Memphis,TN,38104-724,5
49011,2003,William Paterson University of New Jersey,Wayne,NJ,7470,1
61741,2003,William Penn University,Oskaloosa,IA,52577,2
51555,2003,William Woods University,Fulton,MO,65251-109,2
76993,2003,Williams Baptist College,Walnut Ridge,AR,72476,2
56169,2003,Williams College,Williamstown,MA,1267,2
34694,2003,Williamsburg Technical College,Kingstree,SC,29556-419,4
13873,2003,Willoughby-Eastlake School of Practical Nursing,Willoughby,OH,44094,7
40563,2003,Wilmington College,Wilmington,OH,45177,2
35810,2003,Wilson College,Chambersburg,PA,17201-128,2
21617,2003,Windham Memorial Hospital-Radiologic Technology Program,Willimantic,CT,06226-204,5
66581,2003,Windward Community College,Kaneohe,HI,96744-359,4
40550,2003,Winebrenner Theological Seminary,Findlay,OH,45840,2
43237,2003,Wingate University,Wingate,NC,28174-015,2
53633,2003,Winona State University,Winona,MN,55987-583,1
43211,2003,Winston Salem Barber School,Winston Salem,NC,27127,9
43198,2003,Winston-Salem State University,Winston-Salem,NC,27110-000,1
68126,2003,Winter Park Tech,Winter Park,FL,32789,4
34681,2003,Winthrop University,Rock Hill,SC,29733,1
26121,2003,Wisconsin Indianhead Technical College,Shell Lake,WI,54871-872,4
26039,2003,Wisconsin Lutheran College,Milwaukee,WI,53226-469,2
26108,2003,Wisconsin School of Professional Psychology,Milwaukee,WI,53225,2
68113,2003,Withlacoochee Technical Institute,Inverness,FL,34450-469,7
40537,2003,Wittenberg University,Springfield,OH,45504,2
34668,2003,Wofford College,Spartanburg,SC,29303-366,2
45031,2003,Wood Tobe-Coburn School,New  York,NY,10016-019,6
72183,2003,Woodbury University,Burbank,CA,91510-784,2
39736,2003,Woodward Beauty College,Woodward,OK,73801,9
57993,2003,Wor-Wic Community College,Salisbury,MD,21804-713,4
56156,2003,Worcester Polytechnic Institute,Worcester,MA,1609,2
45018,2003,Word of Life Bible Institute,Pottersville,NY,12860-012,5
66636,2003,World Medicine Institute,Honolulu,HI,96826,2
54680,2003,Wright Beauty Academy,Battle Creek,MI,49015,9
55507,2003,Wright Beauty Academy,Portage,MI,49002,9
81537,2003,Wright State University-Main Campus,Dayton,OH,45435-000,1
28364,2003,Wytheville Community College,Wytheville,VA,24382-330,4
59201,2003,Xavier University of Louisiana,New Orleans,LA,70125-109,2
40511,2003,Xavier University,Cincinnati,OH,45207-109,2
27424,2003,Yakima Valley Community College,Yakima,WA,98907-252,4
82709,2003,Yale University,New Haven,CT,6520,2
70455,2003,Yale-New Haven Hospital Dietetic Internship,New Haven,CT,6510,2
77797,2003,Yavapai College,Prescott,AZ,86301,4
9026,2003,Yeshiva College of the Nations Capital,Silver  Spring,MD,20902,2
12818,2003,Yeshiva D'monsey Rabbinical College,Monsey,NY,10952,2
44973,2003,Yeshiva Derech Chaim,Brooklyn,NY,11218-441,2
20961,2003,Yeshiva Gedolah Imrei Yosef D'spinka,Brooklyn,NY,11219,2
24522,2003,Yeshiva Gedolah of Greater Detroit,Oak Park,MI,48237,2
45002,2003,Yeshiva Karlin Stolin,Brooklyn,NY,11204-154,2
72148,2003,Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,Los Angeles,CA,90046,2
44944,2003,Yeshiva Shaar Hatorah,Kew Gardens,NY,11418,2
71219,2003,Yeshiva Toras Chaim Talmudical Seminary,Denver,CO,80204,2
44931,2003,Yeshiva University,New York,NY,10033-329,2
24888,2003,Yeshiva and Kollel Harbotzas Torah,Brooklyn,NY,11230,2
44960,2003,Yeshiva of Nitra Rabbinical College,Mount Kisco,NY,10549,2
9987,2003,Yeshiva of the Telshe Alumni,Riverdale,NY,10471,2
23397,2003,Yeshivah Gedolah Rabbinical College,Miami Beach,FL,33139,2
17212,2003,Yeshivas Novominsk,Brooklyn,NY,11219,2
44989,2003,Yeshivat Mikdash Melech,Brooklyn,NY,11230-996,2
35796,2003,Yeshivath Beth Moshe,Scranton,PA,18505,2
44918,2003,Yeshivath Viznitz,Monsey,NY,10952,2
44905,2003,Yeshivath Zichron Moshe,South Fallsburgh,NY,12779,2
17704,2003,Yo San University of Traditional Chinese Medicine,Los Angeles,CA,90066,2
35783,2003,York College Pennsylvania,York,PA,17405-719,2
50750,2003,York College,York,NE,68467-269,2
12750,2003,York County Community College,Wells,ME,4090,4
13722,2003,York County School of Technology Practical Nursing,York,PA,17402-469,7
34651,2003,York Technical College,Rock Hill,SC,29730,4
35754,2003,Yorktowne Business Institute,York,PA,17404,6
66842,2003,Young Harris College,Young Harris,GA,30582,5
40481,2003,Youngstown State University,Youngstown,OH,44555-000,1
72131,2003,Yuba College,Marysville,CA,95901,4
15340,2003,Yukon Beauty College Inc,Yukon,OK,73099,9
41393,2003,Zane State College,Zanesville,OH,43701-993,4
49887,2003,duCret School of Arts,Plainfield,NJ,7060,5
52434,2004,A T Still University of Health Sciences,Kirksville,MO,63501,2
13317,2004,ACT College,Arlington,VA,22209-229,6
62678,2004,AIB College of Business,Des Moines,IA,50321-179,5
17226,2004,ASA Institute of Business and Computer Technology,Brooklyn,NY,11201,6
32754,2004,ATI Technical Training Center,Dallas,TX,75235,9
58904,2004,Aaron's Academy of Beauty,Waldorf,MD,20602,9
32866,2004,Abilene Christian University,Abilene,TX,79699,2
38938,2004,Abington Memorial Hospital Dixon School of Nursing,Willow Grove,PA,19090-128,5
68095,2004,Abraham Baldwin Agricultural College,Tifton,GA,31793-260,4
12394,2004,Academia Serrant Inc,Ponce,PR,00717-156,9
54668,2004,Academy College,Minneapolis,MN,55420-155,3
76897,2004,Academy of Art University,San Francisco,CA,94105,3
27024,2004,Academy of Careers and Technology,Beckley,WV,25801,7
76871,2004,Academy of Chinese Culture and Health Sciences,Oakland,CA,94612,2
51543,2004,Academy of Cosmetology Inc,Bozeman,MT,59715-354,6
16308,2004,Academy of Cosmetology,Charleston,SC,29418-560,9
19539,2004,Academy of Hair Design Four,Pearl,MS,39208,6
39708,2004,Academy of Hair Design Inc,Salem,OR,97301,6
53442,2004,Academy of Hair Design One,Grenada,MS,38901,6
21056,2004,Academy of Hair Design Three,Jackson,MS,39204,6
9406,2004,Academy of Hair Design,Beaumont,TX,77701-465,9
50730,2004,Academy of Hair Design,Las Vegas,NV,89102,6
9419,2004,Academy of Hair Design,Lufkin,TX,75904,9
28349,2004,Academy of Hair Design,Wenatchee,WA,98801,6
20636,2004,Academy of Hair Technology,Greenville,SC,29615-236,9
68943,2004,Academy of Healing Arts Massage & Facial Skin Care,Lake Worth,FL,33463-211,9
38886,2004,Academy of Vocal Arts,Philadelphia,PA,19103-668,2
19196,2004,Acupuncture and Integrative Medicine College-Berkeley,Berkeley,CA,94704,2
72098,2004,Adams State College,Alamosa,CO,81102,1
48680,2004,Adelphi University,Garden City,NY,11530-070,2
13119,2004,Adirondack Beauty School,Glens Falls,NY,12801-000,9
48667,2004,Adirondack Community College,Queensbury,NY,12804,4
66332,2004,Adler School of Professional Psychology,Chicago,IL,60601,2
56117,2004,Adrian College,Adrian,MI,49221-257,2
50038,2004,Adult & Continuing Education-BCTS,Hackensack,NJ,07601-663,7
